,l1,w2,Freq,dB
23231,9,5,4.066666667,-6.897460071
23232,1,6,4.08,-7.688712879
23233,2,6,4.093333333,-8.62969374
23234,3,6,4.106666667,-10.14216494
23235,4,6,4.12,-12.26567122
23236,5,6,4.133333333,-14.34726922
23237,6,6,4.146666667,-14.31464639
23238,7,6,4.16,-11.45299097
23239,8,6,4.173333333,-8.380292887
23240,9,6,4.186666667,-6.319581916
23241,1,7,4.2,-5.208941062
23242,2,7,4.213333333,-4.690437521
23243,3,7,4.226666667,-4.747005003
23244,4,7,4.24,-5.968347499
23245,5,7,4.253333333,-9.236087825
23246,6,7,4.266666667,-15.00764182
23247,7,7,4.28,-24.22897202
23248,8,7,4.293333333,-24.58832814
23249,9,7,4.306666667,-14.19660455
23250,1,8,4.32,-10.06151961
23251,2,8,4.333333333,-7.804103437
23252,3,8,4.346666667,-6.281936658
23253,4,8,4.36,-5.154181779
23254,5,8,4.373333333,-4.383579
23255,6,8,4.386666667,-4.435224509
23256,7,8,4.4,-5.663628732
23257,8,8,4.413333333,-6.971437468
23258,9,8,4.426666667,-8.234846607
23259,1,9,4.44,-9.761828344
23260,2,9,4.453333333,-11.9662683
23261,3,9,4.466666667,-15.28719055
23262,4,9,4.48,-18.02234985
23263,5,9,4.493333333,-15.21150349
23264,6,9,4.506666667,-11.95953246
23265,7,9,4.52,-10.20977986
23266,8,9,4.533333333,-9.613185226
23267,9,9,4.546666667,-9.881847651
23268,1,1,4.56,-10.92340095
23269,2,1,4.573333333,-12.84551199
23270,3,1,4.586666667,-16.09204811
23271,4,1,4.6,-22.29814873
23272,5,1,4.613333333,-37.71048277
23273,6,1,4.626666667,-20.71871724
23274,7,1,4.64,-15.38850725
23275,8,1,4.653333333,-12.38609432
23276,9,1,4.666666667,-10.43606694
23277,1,2,4.68,-9.11431536
23278,2,2,4.693333333,-8.249893169
23279,3,2,4.706666667,-7.824709795
23280,4,2,4.72,-8.049164585
23281,5,2,4.733333333,-9.716712585
23282,6,2,4.746666667,-14.82572666
23283,7,2,4.76,-17.45978681
23284,8,2,4.773333333,-12.45266267
23285,9,2,4.786666667,-10.11492048
23286,1,3,4.8,-9.029616707
23287,2,3,4.813333333,-8.501526772
23288,3,3,4.826666667,-8.268325361
23289,4,3,4.84,-8.217105622
23290,5,3,4.853333333,-8.293641952
23291,6,3,4.866666667,-8.470037342
23292,7,3,4.88,-8.731676232
23293,8,3,4.893333333,-9.07137195
23294,9,3,4.906666667,-9.486472104
23295,1,4,4.92,-9.97723989
23296,2,4,4.933333333,-10.54571316
23297,3,4,4.946666667,-11.19450284
23298,4,4,4.96,-11.92491918
23299,4,4,4.973333333,-12.73343016
23300,4,4,4.986666667,-13.60470556
23301,4,4,5,-14.49868656
23302,5,4,5.013333333,-15.33055304
23303,6,4,5.026666667,-15.95382139
23304,7,4,5.04,-16.18433799
23305,8,4,5.053333333,-15.90128524
23306,9,4,5.066666667,-15.14705587
23307,1,5,5.08,-14.08930832
23308,2,5,5.093333333,-12.90134519
23309,3,5,5.106666667,-11.69904379
23310,4,5,5.12,-10.54362223
23311,5,5,5.133333333,-9.463055407
23312,6,5,5.146666667,-8.469131736
23313,7,5,5.16,-7.567408451
23314,8,5,5.173333333,-6.762409699
23315,9,5,5.186666667,-6.060127081
23316,1,6,5.2,-5.468901737
23317,2,6,5.213333333,-4.999103798
23318,3,6,5.226666667,-4.661749542
23319,4,6,5.24,-4.466263891
23320,5,6,5.253333333,-4.417906764
23321,6,6,5.266666667,-4.5156901
23322,7,6,5.28,-4.751582776
23323,8,6,5.293333333,-5.111296979
23324,9,6,5.306666667,-5.576250712
23325,1,7,5.32,-6.125881004
23326,2,7,5.333333333,-6.739554741
23327,3,7,5.346666667,-7.397706632
23328,4,7,5.36,-8.082216726
23329,5,7,5.373333333,-8.776256201
23330,6,7,5.386666667,-9.463887827
23331,7,7,5.4,-10.12968306
23332,8,7,5.413333333,-10.75856853
23333,9,7,5.426666667,-11.33605384
23334,1,8,5.44,-11.84890191
23335,2,8,5.453333333,-12.28616499
23336,3,8,5.466666667,-12.64034293
23337,4,8,5.48,-12.90829942
23338,5,8,5.493333333,-13.09158944
23339,6,8,5.506666667,-13.20324834
23340,7,8,5.52,-13.25189503
23341,8,8,5.533333333,-13.23898026
23342,9,8,5.546666667,-13.17480169
23343,1,9,5.56,-13.07026988
23344,2,9,5.573333333,-12.93574099
23345,3,9,5.586666667,-12.78031423
23346,4,9,5.6,-12.61153628
23347,5,9,5.613333333,-12.43539035
23348,6,9,5.626666667,-12.25644734
23349,7,9,5.64,-12.0780865
23350,8,9,5.653333333,-11.9027271
23351,9,9,5.666666667,-11.7320405
23352,1,1,5.68,-11.56712988
23353,2,1,5.693333333,-11.40867559
23354,3,1,5.706666667,-11.25704881
23355,4,1,5.72,-11.11239869
23356,5,1,5.733333333,-10.97471784
23357,6,1,5.746666667,-10.84389111
23358,7,1,5.76,-10.71973142
23359,8,1,5.773333333,-10.60200584
23360,9,1,5.786666667,-10.49045449
23361,1,2,5.8,-10.38480388
23362,2,2,5.813333333,-10.28477646
23363,3,2,5.826666667,-10.19009708
23364,4,2,5.84,-10.10049742
23365,5,2,5.853333333,-10.01571885
23366,6,2,5.866666667,-9.935514199
23367,7,2,5.88,-9.859648647
23368,8,2,5.893333333,-9.787900177
23369,9,2,5.906666667,-9.720059545
23370,1,3,5.92,-9.65593002
23371,2,3,5.933333333,-9.595326945
23372,3,3,5.946666667,-9.538077182
23373,4,3,5.96,-9.484018499
23374,5,3,5.973333333,-9.432998928
23375,6,3,5.986666667,-9.384876111
23376,7,3,6,-9.339516662
23377,8,3,6.013333333,-9.296795547
23378,9,3,6.026666667,-9.256595489
23379,1,4,6.04,-9.218806412
23380,2,4,6.053333333,-9.183324909
23381,3,4,6.066666667,-9.150053756
23382,4,4,6.08,-9.118901445
23383,4,4,6.093333333,-9.089781767
23384,4,4,6.106666667,-9.062613415
23385,4,4,6.12,-9.037319621
23386,5,4,6.133333333,-9.013827823
23387,6,4,6.146666667,-8.992069355
23388,7,4,6.16,-8.971979167
23389,8,4,6.173333333,-8.953495561
23390,9,4,6.186666667,-8.936559953
23391,1,5,6.2,-8.921116653
23392,2,5,6.213333333,-8.907112667
23393,3,5,6.226666667,-8.894497504
23394,4,5,6.24,-8.883223013
23395,5,5,6.253333333,-8.873243224
23396,6,5,6.266666667,-8.864514201
23397,7,5,6.28,-8.856993916
23398,8,5,6.293333333,-8.850642124
23399,9,5,6.306666667,-8.84542025
23400,1,6,6.32,-8.841291289
23401,2,6,6.333333333,-8.83821971
23402,3,6,6.346666667,-8.836171368
23403,4,6,6.36,-8.835113424
23404,5,6,6.373333333,-8.835014271
23405,6,6,6.386666667,-8.835843465
23406,7,6,6.4,-8.837571662
23407,8,6,6.413333333,-8.840170558
23408,9,6,6.426666667,-8.843612836
23409,1,7,6.44,-8.847872115
23410,2,7,6.453333333,-8.852922904
23411,3,7,6.466666667,-8.858740556
23412,4,7,6.48,-8.865301232
23413,5,7,6.493333333,-8.87258186
23414,6,7,6.506666667,-8.880560101
23415,7,7,6.52,-8.889214318
23416,8,7,6.533333333,-8.898523543
23417,9,7,6.546666667,-8.908467451
23418,1,8,6.56,-8.91902633
23419,2,8,6.573333333,-8.930181061
23420,3,8,6.586666667,-8.941913091
23421,4,8,6.6,-8.954204412
23422,5,8,6.613333333,-8.967037541
23423,6,8,6.626666667,-8.980395498
23424,7,8,6.64,-8.994261793
23425,8,8,6.653333333,-9.008620403
23426,9,8,6.666666667,-9.023455759
23427,1,9,6.68,-9.038752729
23428,2,9,6.693333333,-9.054496605
23429,3,9,6.706666667,-9.070673088
23430,4,9,6.72,-9.087268274
23431,5,9,6.733333333,-9.104268643
23432,6,9,6.746666667,-9.121661045
23433,7,9,6.76,-9.139432692
23434,8,9,6.773333333,-9.157571144
23435,9,9,6.786666667,-9.176064298
23436,1,1,6.8,-9.194900382
23437,2,1,6.813333333,-9.214067942
23438,3,1,6.826666667,-9.233555832
23439,4,1,6.84,-9.25335321
23440,5,1,6.853333333,-9.273449524
23441,6,1,6.866666667,-9.293834507
23442,7,1,6.88,-9.31449817
23443,8,1,6.893333333,-9.33543079
23444,9,1,6.906666667,-9.356622907
23445,1,2,6.92,-9.378065316
23446,2,2,6.933333333,-9.399749058
23447,3,2,6.946666667,-9.421665416
23448,4,2,6.96,-9.443805908
23449,5,2,6.973333333,-9.46616228
23450,6,2,6.986666667,-9.488726499
23451,7,2,7,-9.511490751
23452,8,2,1,-5.10634525
23453,9,2,1.013333333,-5.162299865
23454,1,3,1.026666667,-5.218483965
23455,2,3,1.04,-5.274903965
23456,3,3,1.053333333,-5.331567154
23457,4,3,1.066666667,-5.388481689
23458,5,3,1.08,-5.445656596
23459,6,3,1.093333333,-5.503101761
23460,7,3,1.106666667,-5.560827933
23461,8,3,1.12,-5.618846725
23462,9,3,1.133333333,-5.677170609
23463,1,4,1.146666667,-5.735812925
23464,2,4,1.16,-5.794787879
23465,3,4,1.173333333,-5.854110548
23466,4,4,1.186666667,-5.913796892
23467,4,4,1.2,-5.973863754
23468,4,4,1.213333333,-6.034328874
23469,4,4,1.226666667,-6.0952109
23470,5,4,1.24,-6.156529401
23471,6,4,1.253333333,-6.218304883
23472,7,4,1.266666667,-6.280558806
23473,8,4,1.28,-6.343313604
23474,9,4,1.293333333,-6.406592709
23475,1,5,1.306666667,-6.470420573
23476,2,5,1.32,-6.534822701
23477,3,5,1.333333333,-6.599825678
23478,4,5,1.346666667,-6.665457204
23479,5,5,1.36,-6.731746133
23480,6,5,1.373333333,-6.798722515
23481,7,5,1.386666667,-6.866417636
23482,8,5,1.4,-6.934864076
23483,9,5,1.413333333,-7.004095755
23484,1,6,1.426666667,-7.074147996
23485,2,6,1.44,-7.145057589
23486,3,6,1.453333333,-7.216862857
23487,4,6,1.466666667,-7.289603737
23488,5,6,1.48,-7.363321856
23489,6,6,1.493333333,-7.438060627
23490,7,6,1.506666667,-7.513865341
23491,8,6,1.52,-7.590783273
23492,9,6,1.533333333,-7.668863799
23493,1,7,1.546666667,-7.748158519
23494,2,7,1.56,-7.828721394
23495,3,7,1.573333333,-7.910608892
23496,4,7,1.586666667,-7.993880151
23497,5,7,1.6,-8.078597154
23498,6,7,1.613333333,-8.164824924
23499,7,7,1.626666667,-8.25263173
23500,8,7,1.64,-8.342089319
23501,9,7,1.653333333,-8.433273174
23502,1,8,1.666666667,-8.526262782
23503,2,8,1.68,-8.621141949
23504,3,8,1.693333333,-8.717999133
23505,4,8,1.706666667,-8.816927816
23506,5,8,1.72,-8.918026917
23507,6,8,1.733333333,-9.021401249
23508,7,8,1.746666667,-9.127162028
23509,8,8,1.76,-9.235427435
23510,9,8,1.773333333,-9.346323252
23511,1,9,1.786666667,-9.459983568
23512,2,9,1.8,-9.576551568
23513,3,9,1.813333333,-9.696180431
23514,4,9,1.826666667,-9.819034338
23515,5,9,1.84,-9.945289605
23516,6,9,1.853333333,-10.07513598
23517,7,9,1.866666667,-10.20877814
23518,8,9,1.88,-10.34643732
23519,9,9,1.893333333,-10.48835331
23520,1,1,1.906666667,-10.63478663
23521,2,1,1.92,-10.78602114
23522,3,1,1.933333333,-10.942367
23523,4,1,1.946666667,-11.10416414
23524,5,1,1.96,-11.27178634
23525,6,1,1.973333333,-11.44564605
23526,7,1,1.986666667,-11.62619998
23527,8,1,2,-11.81395589
23528,9,1,2.013333333,-12.00948062
23529,1,2,2.026666667,-12.21340974
23530,2,2,2.04,-12.42645927
23531,3,2,2.053333333,-12.64943994
23532,4,2,2.066666667,-12.88327471
23533,5,2,2.08,-13.12902042
23534,6,2,2.093333333,-13.38789482
23535,7,2,2.106666667,-13.66131062
23536,8,2,2.12,-13.95091874
23537,9,2,2.133333333,-14.25866401
23538,1,3,2.146666667,-14.58685747
23539,2,3,2.16,-14.93827179
23540,3,3,2.173333333,-15.31626874
23541,4,3,2.186666667,-15.72497229
23542,5,3,2.2,-16.16950783
23543,6,3,2.213333333,-16.65633939
23544,7,3,2.226666667,-17.19375559
23545,8,3,2.24,-17.79258763
23546,9,3,2.253333333,-18.46730059
23547,1,4,2.266666667,-19.2377056
23548,2,4,2.28,-20.13174223
23549,3,4,2.293333333,-21.19016858
23550,4,4,2.306666667,-22.47471349
23551,4,4,2.32,-24.08216693
23552,4,4,2.333333333,-26.16396197
23553,4,4,2.346666667,-28.89709157
23554,5,4,2.36,-31.79579981
23555,6,4,2.373333333,-31.20508094
23556,7,4,2.386666667,-27.14201895
23557,8,4,2.4,-23.22401966
23558,9,4,2.413333333,-19.90319753
23559,1,5,2.426666667,-16.97847064
23560,2,5,2.44,-14.27544305
23561,3,5,2.453333333,-11.68190666
23562,4,5,2.466666667,-9.1526197
23563,5,5,2.48,-6.763113371
23564,6,5,2.493333333,-4.831027136
23565,7,5,2.506666667,-3.908647506
23566,8,5,2.52,-4.236548974
23567,9,5,2.533333333,-5.34455897
23568,1,6,2.546666667,-6.688997745
23569,2,6,2.56,-8.014067227
23570,3,6,2.573333333,-9.246872503
23571,4,6,2.586666667,-10.38242787
23572,5,6,2.6,-11.43507108
23573,6,6,2.613333333,-12.42224527
23574,7,6,2.626666667,-13.35974116
23575,8,6,2.64,-14.26061567
23576,9,6,2.653333333,-15.1351677
23577,1,7,2.666666667,-15.99110129
23578,2,7,2.68,-16.833579
23579,3,7,2.693333333,-17.6650511
23580,4,7,2.706666667,-18.48480251
23581,5,7,2.72,-19.28819212
23582,6,7,2.733333333,-20.06562521
23583,7,7,2.746666667,-20.80145948
23584,8,7,2.76,-21.47334823
23585,9,7,2.773333333,-22.05293412
23586,1,8,2.786666667,-22.50902066
23587,2,8,2.8,-22.81372381
23588,3,8,2.813333333,-22.95020469
23589,4,8,2.826666667,-22.91843656
23590,5,8,2.84,-22.73555882
23591,6,8,2.853333333,-22.43059824
23592,7,8,2.866666667,-22.03678441
23593,8,8,2.88,-21.58515033
23594,9,8,2.893333333,-21.10107853
23595,1,9,2.906666667,-20.60343893
23596,2,9,2.92,-20.10520741
23597,3,9,2.933333333,-19.61461344
23598,4,9,2.946666667,-19.13627474
23599,5,9,2.96,-18.672098
23600,6,9,2.973333333,-18.22189675
23601,7,9,2.986666667,-17.78374722
23602,8,9,3,-17.35412041
23603,9,9,3.013333333,-16.92782795
23604,1,1,3.026666667,-16.49782125
23605,2,1,3.04,-16.05490626
23606,3,1,3.053333333,-15.58749986
23607,4,1,3.066666667,-15.08169143
23608,5,1,3.08,-14.52211232
23609,6,1,3.093333333,-13.89444286
23610,7,1,3.106666667,-13.19062182
23611,8,1,3.12,-12.41742134
23612,9,1,3.133333333,-11.60697458
23613,1,2,3.146666667,-10.82319624
23614,2,2,3.16,-10.15299475
23615,3,2,3.173333333,-9.67538763
23616,4,2,3.186666667,-9.423689235
23617,5,2,3.2,-9.373424539
23618,6,2,3.213333333,-9.465493759
23619,7,2,3.226666667,-9.638487696
23620,8,2,3.24,-9.846487138
23621,9,2,3.253333333,-10.08131717
23622,1,3,3.266666667,-10.376206
23623,2,3,3.28,-10.66575438
23624,3,3,3.293333333,-10.93534172
23625,4,3,3.306666667,-11.16098085
23626,5,3,3.32,-11.30367185
23627,6,3,3.333333333,-11.30591652
23628,7,3,3.346666667,-11.09662645
23629,8,3,3.36,-10.61222282
23630,9,3,3.373333333,-9.832347167
23631,1,4,3.386666667,-8.810520859
23632,2,4,3.4,-7.68060645
23633,3,4,3.413333333,-6.644593128
23634,4,4,3.426666667,-5.948610652
23635,4,4,3.44,-5.824411003
23636,4,4,3.453333333,-6.399828818
23637,4,4,3.466666667,-7.673992657
23638,5,4,3.48,-9.609300835
23639,6,4,3.493333333,-12.24858925
23640,7,4,3.506666667,-15.7782741
23641,8,4,3.52,-20.38774503
23642,9,4,3.533333333,-24.65510234
23643,1,5,3.546666667,-25.71540744
23644,2,5,3.56,-27.74821034
23645,3,5,3.573333333,-24.92097693
23646,4,5,3.586666667,-17.76868861
23647,5,5,3.6,-13.35177856
23648,6,5,3.613333333,-10.61702978
23649,7,5,3.626666667,-8.871389363
23650,8,5,3.64,-7.792635938
23651,9,5,3.653333333,-7.248394928
23652,1,6,3.666666667,-7.217923407
23653,2,6,3.68,-7.762699439
23654,3,6,3.693333333,-9.025122515
23655,4,6,3.706666667,-11.26615711
23656,5,6,3.72,-14.9969481
23657,6,6,3.733333333,-20.68773277
23658,7,6,3.746666667,-19.7830223
23659,8,6,3.76,-14.39814671
23660,9,6,3.773333333,-10.94497729
23661,1,7,3.786666667,-8.954113809
23662,2,7,3.8,-8.512110136
23663,3,7,3.813333333,-10.00390443
23664,4,7,3.826666667,-14.56923929
23665,5,7,3.84,-26.75555913
23666,6,7,3.853333333,-13.33398701
23667,7,7,3.866666667,-8.782763396
23668,8,7,3.88,-6.905544115
23669,9,7,3.893333333,-6.057381246
23670,1,8,3.906666667,-5.707473704
23671,2,8,3.92,-5.693098844
23672,3,8,3.933333333,-5.97245392
23673,4,8,3.946666667,-6.343193177
23674,5,8,3.96,-6.387683258
23675,6,8,3.973333333,-6.168675937
23676,7,8,3.986666667,-5.974354649
23677,8,8,4,-5.884370922
23678,9,8,4.013333333,-5.88866183
23679,1,9,4.026666667,-6.099567702
23680,2,9,4.04,-6.575166776
23681,3,9,4.053333333,-7.362338323
23682,4,9,4.066666667,-8.512145816
23683,5,9,4.08,-10.11812167
23684,6,9,4.093333333,-12.33587758
23685,7,9,4.106666667,-15.06714783
23686,8,9,4.12,-15.98408299
23687,9,9,4.133333333,-12.99989743
23688,1,1,4.146666667,-9.661793461
23689,2,1,4.16,-7.211528685
23690,3,1,4.173333333,-5.526605897
23691,4,1,4.186666667,-4.412386944
23692,5,1,4.2,-3.791386978
23693,6,1,4.213333333,-3.795773118
23694,7,1,4.226666667,-4.961593066
23695,8,1,4.24,-8.257794632
23696,9,1,4.253333333,-14.1856609
23697,1,2,4.266666667,-24.17177427
23698,2,2,4.28,-21.19871671
23699,3,2,4.293333333,-13.12358515
23700,4,2,4.306666667,-9.863473691
23701,5,2,4.32,-8.027655419
23702,6,2,4.333333333,-6.409590069
23703,7,2,4.346666667,-4.864622434
23704,8,2,4.36,-3.809576541
23705,9,2,4.373333333,-3.759372105
23706,1,3,4.386666667,-4.410608348
23707,2,3,4.4,-5.370526513
23708,3,3,4.413333333,-6.893304739
23709,4,3,4.426666667,-9.294090498
23710,5,3,4.44,-10.4260912
23711,6,3,4.453333333,-9.772644025
23712,7,3,4.466666667,-10.819965
23713,8,3,4.48,-12.76687044
23714,9,3,4.493333333,-12.38561581
23715,1,4,4.506666667,-10.18858294
23716,2,4,4.52,-9.001634055
23717,3,4,4.533333333,-9.165334806
23718,4,4,4.546666667,-10.47174244
23719,4,4,4.56,-12.68862616
23720,4,4,4.573333333,-15.46254425
23721,4,4,4.586666667,-16.81747156
23722,5,4,4.6,-15.05657058
23723,6,4,4.613333333,-12.71494426
23724,7,4,4.626666667,-10.98330897
23725,8,4,4.64,-9.860762975
23726,9,4,4.653333333,-9.214499509
23727,1,5,4.666666667,-8.952361369
23728,2,5,4.68,-9.031689001
23729,3,5,4.693333333,-9.454704823
23730,4,5,4.706666667,-10.27041135
23731,5,5,4.72,-11.58414338
23732,6,5,4.733333333,-13.551279
23733,7,5,4.746666667,-16.11623706
23734,8,5,4.76,-17.32474875
23735,9,5,4.773333333,-14.6312334
23736,1,6,4.786666667,-11.07654532
23737,2,6,4.8,-8.26901526
23738,3,6,4.813333333,-6.209437743
23739,4,6,4.826666667,-4.729515155
23740,5,6,4.84,-3.691937323
23741,6,6,4.853333333,-2.99890047
23742,7,6,4.866666667,-2.586546462
23743,8,6,4.88,-2.420913942
23744,9,6,4.893333333,-2.495682335
23745,1,7,4.906666667,-2.831244384
23746,2,7,4.92,-3.47448526
23747,3,7,4.933333333,-4.498872582
23748,4,7,4.946666667,-6.007054013
23749,5,7,4.96,-8.14635546
23750,6,7,4.973333333,-11.167998
23751,7,7,4.986666667,-15.6206126
23752,8,7,5,-22.65641285
23753,9,7,5.013333333,-23.31497747
23754,1,8,5.026666667,-17.46105385
23755,2,8,5.04,-14.08746996
23756,3,8,5.053333333,-11.98252045
23757,4,8,5.066666667,-10.55341644
23758,5,8,5.08,-9.531513144
23759,6,8,5.093333333,-8.776168861
23760,7,8,5.106666667,-8.205676844
23761,8,8,5.12,-7.768979156
23762,9,8,5.133333333,-7.432426816
23763,1,9,5.146666667,-7.172924996
23764,2,9,5.16,-6.974102734
23765,3,9,5.173333333,-6.824042688
23766,4,9,5.186666667,-6.713871214
23767,5,9,5.2,-6.636848942
23768,6,9,5.213333333,-6.587765508
23769,7,9,5.226666667,-6.562525961
23770,8,9,5.24,-6.557861741
23771,9,9,5.253333333,-6.571124812
23772,1,1,5.266666667,-6.600138577
23773,2,1,5.28,-6.643088408
23774,3,1,5.293333333,-6.698440278
23775,4,1,5.306666667,-6.764879702
23776,5,1,5.32,-6.841265508
23777,6,1,5.333333333,-6.926594636
23778,7,1,5.346666667,-7.019975165
23779,8,1,5.36,-7.120605582
23780,9,1,5.373333333,-7.227758788
23781,1,2,5.386666667,-7.340769745
23782,2,2,5.4,-7.459025896
23783,3,2,5.413333333,-7.581959754
23784,4,2,5.426666667,-7.709043119
23785,5,2,5.44,-7.83978259
23786,6,2,5.453333333,-7.973716036
23787,7,2,5.466666667,-8.110409817
23788,8,2,5.48,-8.249456572
23789,9,2,5.493333333,-8.390473431
23790,1,3,5.506666667,-8.534137684
23791,2,3,5.52,-8.680715844
23792,3,3,5.533333333,-8.828981198
23793,4,3,5.546666667,-8.978541994
23794,5,3,5.56,-9.129018979
23795,6,3,5.573333333,-9.280044691
23796,7,3,5.586666667,-9.431262798
23797,8,3,5.6,-9.582327554
23798,9,3,5.613333333,-9.732903357
23799,1,4,5.626666667,-9.882664455
23800,2,4,5.64,-10.03129478
23801,3,4,5.653333333,-10.17848797
23802,4,4,5.666666667,-10.32394745
23803,4,4,5.68,-10.46738681
23804,4,4,5.693333333,-10.60853015
23805,4,4,5.706666667,-10.74711272
23806,5,4,5.72,-10.88288149
23807,6,4,5.733333333,-11.01559602
23808,7,4,5.746666667,-11.1450292
23809,8,4,5.76,-11.27096816
23810,9,4,5.773333333,-11.39321519
23811,1,5,5.786666667,-11.5115886
23812,2,5,5.8,-11.62592355
23813,3,5,5.813333333,-11.73607288
23814,4,5,5.826666667,-11.84190779
23815,5,5,5.84,-11.94331839
23816,6,5,5.853333333,-12.04021415
23817,7,5,5.866666667,-12.13252421
23818,8,5,5.88,-12.22019744
23819,9,5,5.893333333,-12.3032024
23820,1,6,5.906666667,-12.38152709
23821,2,6,5.92,-12.45517848
23822,3,6,5.933333333,-12.5241819
23823,4,6,5.946666667,-12.58858026
23824,5,6,5.96,-12.64843312
23825,6,6,5.973333333,-12.70381557
23826,7,6,5.986666667,-12.75481707
23827,8,6,6,-12.80154016
23828,9,6,6.013333333,-12.84409908
23829,1,7,6.026666667,-12.8826184
23830,2,7,6.04,-12.91723158
23831,3,7,6.053333333,-12.94807958
23832,4,7,6.066666667,-12.9753094
23833,5,7,6.08,-12.99907281
23834,6,7,6.093333333,-13.01952498
23835,7,7,6.106666667,-13.03682331
23836,8,7,6.12,-13.05112623
23837,9,7,6.133333333,-13.06259221
23838,1,8,6.146666667,-13.07137875
23839,2,8,6.16,-13.07764154
23840,3,8,6.173333333,-13.0815337
23841,4,8,6.186666667,-13.08320512
23842,5,8,6.2,-13.08280188
23843,6,8,6.213333333,-13.08046579
23844,7,8,6.226666667,-13.07633398
23845,8,8,6.24,-13.07053862
23846,9,8,6.253333333,-13.06320667
23847,1,9,6.266666667,-13.0544597
23848,2,9,6.28,-13.04441381
23849,3,9,6.293333333,-13.03317957
23850,4,9,6.306666667,-13.020862
23851,5,9,6.32,-13.00756064
23852,6,9,6.333333333,-12.99336959
23853,7,9,6.346666667,-12.97837763
23854,8,9,6.36,-12.96266835
23855,9,9,6.373333333,-12.94632028
23856,1,1,6.386666667,-12.92940711
23857,2,1,6.4,-12.91199778
23858,3,1,6.413333333,-12.89415673
23859,4,1,6.426666667,-12.87594409
23860,5,1,6.44,-12.85741584
23861,6,1,6.453333333,-12.83862404
23862,7,1,6.466666667,-12.81961701
23863,8,1,6.48,-12.80043951
23864,9,1,6.493333333,-12.78113299
23865,1,2,6.506666667,-12.76173571
23866,2,2,6.52,-12.74228295
23867,3,2,6.533333333,-12.72280719
23868,4,2,6.546666667,-12.70333827
23869,5,2,6.56,-12.68390357
23870,6,2,6.573333333,-12.66452815
23871,7,2,6.586666667,-12.64523487
23872,8,2,6.6,-12.62604462
23873,9,2,6.613333333,-12.60697635
23874,1,3,6.626666667,-12.58804728
23875,2,3,6.64,-12.56927296
23876,3,3,6.653333333,-12.55066744
23877,4,3,6.666666667,-12.53224332
23878,5,3,6.68,-12.51401191
23879,6,3,6.693333333,-12.49598326
23880,7,3,6.706666667,-12.47816632
23881,8,3,6.72,-12.46056898
23882,9,3,6.733333333,-12.44319813
23883,1,4,6.746666667,-12.4260598
23884,2,4,6.76,-12.40915917
23885,3,4,6.773333333,-12.39250066
23886,4,4,6.786666667,-12.37608798
23887,4,4,6.8,-12.35992419
23888,4,4,6.813333333,-12.34401175
23889,4,4,6.826666667,-12.32835259
23890,5,4,6.84,-12.31294811
23891,6,4,6.853333333,-12.29779926
23892,7,4,6.866666667,-12.28290658
23893,8,4,6.88,-12.2682702
23894,9,4,6.893333333,-12.25388992
23895,1,5,6.906666667,-12.2397652
23896,2,5,6.92,-12.22589522
23897,3,5,6.933333333,-12.2122789
23898,4,5,6.946666667,-12.1989149
23899,5,5,6.96,-12.18580169
23900,6,5,6.973333333,-12.17293751
23901,7,5,6.986666667,-12.16032046
23902,8,5,7,-12.14794847
23903,9,5,1,-5.086083277
23904,1,6,1.013333333,-5.14912231
23905,2,6,1.026666667,-5.212088272
23906,3,6,1.04,-5.27503611
23907,4,6,1.053333333,-5.338021446
23908,5,6,1.066666667,-5.401100321
23909,6,6,1.08,-5.464328955
23910,7,6,1.093333333,-5.527763526
23911,8,6,1.106666667,-5.591459958
23912,9,6,1.12,-5.655473721
23913,1,7,1.133333333,-5.719859643
23914,2,7,1.146666667,-5.784671733
23915,3,7,1.16,-5.849963012
23916,4,7,1.173333333,-5.915785344
23917,5,7,1.186666667,-5.982189293
23918,6,7,1.2,-6.049223966
23919,7,7,1.213333333,-6.116936883
23920,8,7,1.226666667,-6.185373836
23921,9,7,1.24,-6.254578775
23922,1,8,1.253333333,-6.324593682
23923,2,8,1.266666667,-6.39545847
23924,3,8,1.28,-6.467210878
23925,4,8,1.293333333,-6.53988638
23926,5,8,1.306666667,-6.613518105
23927,6,8,1.32,-6.688136759
23928,7,8,1.333333333,-6.763770562
23929,8,8,1.346666667,-6.840445194
23930,9,8,1.36,-6.91818375
23931,1,9,1.373333333,-6.997006707
23932,2,9,1.386666667,-7.076931896
23933,3,9,1.4,-7.157974491
23934,4,9,1.413333333,-7.240147006
23935,5,9,1.426666667,-7.323459303
23936,6,9,1.44,-7.407918606
23937,7,9,1.453333333,-7.493529532
23938,8,9,1.466666667,-7.580294126
23939,9,9,1.48,-7.66821191
23940,1,1,1.493333333,-7.757279939
23941,2,1,1.506666667,-7.847492864
23942,3,1,1.52,-7.938843005
23943,4,1,1.533333333,-8.031320433
23944,5,1,1.546666667,-8.124913053
23945,6,1,1.56,-8.219606703
23946,7,1,1.573333333,-8.315385248
23947,8,1,1.586666667,-8.412230685
23948,9,1,1.6,-8.510123249
23949,1,2,1.613333333,-8.609041526
23950,2,2,1.626666667,-8.708962564
23951,3,2,1.64,-8.809861988
23952,4,2,1.653333333,-8.911714118
23953,5,2,1.666666667,-9.01449208
23954,6,2,1.68,-9.118167929
23955,7,2,1.693333333,-9.222712757
